"state","race","sex","age","edu","total"
"47","white","male","50-59","hs",120395
"47","white","male","50-59","some college",90443
"47","white","male","50-59","4-year college",62353
"47","white","male","50-59","post-grad",34045
"47","white","male","60-69","no hs",38396
"47","white","male","60-69","hs",106586
"47","white","male","60-69","some college",84705
"47","white","male","60-69","4-year college",57025
"47","white","male","60-69","post-grad",36342
"47","white","male","70+","no hs",43580
"47","white","male","70+","hs",92294
"47","white","male","70+","some college",69133
"47","white","male","70+","4-year college",48970
"47","white","male","70+","post-grad",38248
"47","black","female","18-29","no hs",7095
"47","black","female","18-29","hs",37150
"47","black","female","18-29","some college",45679
"47","black","female","18-29","4-year college",12650
"47","black","female","18-29","post-grad",3250
"47","black","female","30-39","no hs",6606
"47","black","female","30-39","hs",22021
"47","black","female","30-39","some college",30698
"47","black","female","30-39","4-year college",13608
"47","black","female","30-39","post-grad",8535
"47","black","female","40-49","no hs",6497
"47","black","female","40-49","hs",19975
"47","black","female","40-49","some college",23833
"47","black","female","40-49","4-year college",11701
"47","black","female","40-49","post-grad",9553
"47","black","female","50-59","no hs",6808
"47","black","female","50-59","hs",24083
"47","black","female","50-59","some college",23878
"47","black","female","50-59","4-year college",11140
"47","black","female","50-59","post-grad",7628
"47","black","female","60-69","no hs",8080
"47","black","female","60-69","hs",19606
"47","black","female","60-69","some college",22928
"47","black","female","60-69","4-year college",8774
"47","black","female","60-69","post-grad",5834
"47","black","female","70+","no hs",11854
"47","black","female","70+","hs",16595
"47","black","female","70+","some college",12332
"47","black","female","70+","4-year college",3961
"47","black","female","70+","post-grad",4054
"47","black","male","18-29","no hs",11488
"47","black","male","18-29","hs",45038
"47","black","male","18-29","some college",36854
"47","black","male","18-29","4-year college",9129
"47","black","male","18-29","post-grad",1280
"47","black","male","30-39","no hs",8016
"47","black","male","30-39","hs",27287
"47","black","male","30-39","some college",21891
"47","black","male","30-39","4-year college",9792
"47","black","male","30-39","post-grad",4124
"47","black","male","40-49","no hs",7357
"47","black","male","40-49","hs",25403
"47","black","male","40-49","some college",19751
"47","black","male","40-49","4-year college",7792
"47","black","male","40-49","post-grad",3916
"47","black","male","50-59","no hs",8496
"47","black","male","50-59","hs",26583
"47","black","male","50-59","some college",16156
"47","black","male","50-59","4-year college",6352
"47","black","male","50-59","post-grad",3584
"47","black","male","60-69","no hs",8467
"47","black","male","60-69","hs",20742
"47","black","male","60-69","some college",16315
"47","black","male","60-69","4-year college",6242
"47","black","male","60-69","post-grad",2443
"47","black","male","70+","no hs",7428
"47","black","male","70+","hs",10211
"47","black","male","70+","some college",6454
"47","black","male","70+","4-year college",3028
"47","black","male","70+","post-grad",2406
"47","other","female","18-29","no hs",3797
"47","other","female","18-29","hs",13806
"47","other","female","18-29","some college",16887
"47","other","female","18-29","4-year college",9082
"47","other","female","18-29","post-grad",2209
"47","other","female","30-39","no hs",2375
"47","other","female","30-39","hs",5212
"47","other","female","30-39","some college",9270
"47","other","female","30-39","4-year college",6307
"47","other","female","30-39","post-grad",4337
"47","other","female","40-49","no hs",2166
"47","other","female","40-49","hs",5704
"47","other","female","40-49","some college",6999
"47","other","female","40-49","4-year college",5402
"47","other","female","40-49","post-grad",4091
"47","other","female","50-59","no hs",2009
"47","other","female","50-59","hs",5157
"47","other","female","50-59","some college",6435
"47","other","female","50-59","4-year college",4496
"47","other","female","50-59","post-grad",2968
"47","other","female","60-69","no hs",2455
"47","other","female","60-69","hs",5202
"47","other","female","60-69","some college",5321
"47","other","female","60-69","4-year college",2744
"47","other","female","60-69","post-grad",2176
"47","other","female","70+","no hs",3260
"47","other","female","70+","hs",3975
"47","other","female","70+","some college",3008
"47","other","female","70+","4-year college",2066
"47","other","female","70+","post-grad",862
"47","other","male","18-29","no hs",5160
"47","other","male","18-29","hs",16800
"47","other","male","18-29","some college",15213
"47","other","male","18-29","4-year college",6060
"47","other","male","18-29","post-grad",1109
"47","other","male","30-39","no hs",2520
"47","other","male","30-39","hs",7316
"47","other","male","30-39","some college",6637
"47","other","male","30-39","4-year college",5058
"47","other","male","30-39","post-grad",4325
"47","other","male","40-49","no hs",2821
"47","other","male","40-49","hs",5804
"47","other","male","40-49","some college",6148
"47","other","male","40-49","4-year college",4577
"47","other","male","40-49","post-grad",3785
"47","other","male","50-59","no hs",2921
"47","other","male","50-59","hs",5777
"47","other","male","50-59","some college",6238
"47","other","male","50-59","4-year college",3406
"47","other","male","50-59","post-grad",2526
"47","other","male","60-69","no hs",2137
"47","other","male","60-69","hs",4082
"47","other","male","60-69","some college",4145
"47","other","male","60-69","4-year college",2230
"47","other","male","60-69","post-grad",2118
"47","other","male","70+","no hs",1347
"47","other","male","70+","hs",2470
"47","other","male","70+","some college",2300
"47","other","male","70+","4-year college",1288
"47","other","male","70+","post-grad",1755
"48","white","female","18-29","no hs",105683
"48","white","female","18-29","hs",346588
"48","white","female","18-29","some college",511622
"48","white","female","18-29","4-year college",262507
"48","white","female","18-29","post-grad",57224
"48","white","female","30-39","no hs",57609
"48","white","female","30-39","hs",201183
"48","white","female","30-39","some college",329114
"48","white","female","30-39","4-year college",308382
"48","white","female","30-39","post-grad",155497
"48","white","female","40-49","no hs",67442
"48","white","female","40-49","hs",183923
"48","white","female","40-49","some college",295762
"48","white","female","40-49","4-year college",253829
"48","white","female","40-49","post-grad",141678
"48","white","female","50-59","no hs",79756
"48","white","female","50-59","hs",228613
"48","white","female","50-59","some college",311507
"48","white","female","50-59","4-year college",236704
"48","white","female","50-59","post-grad",112235
"48","white","female","60-69","no hs",79111
"48","white","female","60-69","hs",250516
"48","white","female","60-69","some college",304437
"48","white","female","60-69","4-year college",204170
"48","white","female","60-69","post-grad",108067
"48","white","female","70+","no hs",131677
"48","white","female","70+","hs",314139
"48","white","female","70+","some college",293233
"48","white","female","70+","4-year college",150618
"48","white","female","70+","post-grad",97224
"48","white","male","18-29","no hs",141196
"48","white","male","18-29","hs",452684
"48","white","male","18-29","some college",494711
"48","white","male","18-29","4-year college",212968
"48","white","male","18-29","post-grad",38069
"48","white","male","30-39","no hs",75221
"48","white","male","30-39","hs",265639
"48","white","male","30-39","some college",344011
"48","white","male","30-39","4-year college",267567
"48","white","male","30-39","post-grad",115249
"48","white","male","40-49","no hs",81554
"48","white","male","40-49","hs",235575
"48","white","male","40-49","some college",293483
"48","white","male","40-49","4-year college",235595
"48","white","male","40-49","post-grad",126474
"48","white","male","50-59","no hs",101465
"48","white","male","50-59","hs",240791
"48","white","male","50-59","some college",289452
"48","white","male","50-59","4-year college",224592
"48","white","male","50-59","post-grad",124366
"48","white","male","60-69","no hs",80616
"48","white","male","60-69","hs",215037
"48","white","male","60-69","some college",269323
"48","white","male","60-69","4-year college",202048
"48","white","male","60-69","post-grad",124201
"48","white","male","70+","no hs",87882
"48","white","male","70+","hs",172316
"48","white","male","70+","some college",216840
"48","white","male","70+","4-year college",170900
"48","white","male","70+","post-grad",133493
"48","black","female","18-29","no hs",25395
"48","black","female","18-29","hs",90396
"48","black","female","18-29","some college",135966
"48","black","female","18-29","4-year college",46611
"48","black","female","18-29","post-grad",12613
"48","black","female","30-39","no hs",13889
"48","black","female","30-39","hs",55525
"48","black","female","30-39","some college",102559
"48","black","female","30-39","4-year college",52963
"48","black","female","30-39","post-grad",35918
"48","black","female","40-49","no hs",14340
"48","black","female","40-49","hs",51909
"48","black","female","40-49","some college",85572
"48","black","female","40-49","4-year college",42593
"48","black","female","40-49","post-grad",37548
"48","black","female","50-59","no hs",17426
"48","black","female","50-59","hs",57834
"48","black","female","50-59","some college",78992
"48","black","female","50-59","4-year college",35332
"48","black","female","50-59","post-grad",24070
"48","black","female","60-69","no hs",17187
"48","black","female","60-69","hs",49162
"48","black","female","60-69","some college",65582
"48","black","female","60-69","4-year college",26110
"48","black","female","60-69","post-grad",16031
"48","black","female","70+","no hs",22968
"48","black","female","70+","hs",43036
"48","black","female","70+","some college",37590
"48","black","female","70+","4-year college",12179
"48","black","female","70+","post-grad",11742
"48","black","male","18-29","no hs",36610
"48","black","male","18-29","hs",119770
"48","black","male","18-29","some college",121566
"48","black","male","18-29","4-year college",34533
"48","black","male","18-29","post-grad",5957
"48","black","male","30-39","no hs",19158
"48","black","male","30-39","hs",77866
"48","black","male","30-39","some college",85945
"48","black","male","30-39","4-year college",44047
"48","black","male","30-39","post-grad",18226
"48","black","male","40-49","no hs",16882
"48","black","male","40-49","hs",67659
"48","black","male","40-49","some college",75181
"48","black","male","40-49","4-year college",34838
"48","black","male","40-49","post-grad",21705
"48","black","male","50-59","no hs",20005
"48","black","male","50-59","hs",67770
"48","black","male","50-59","some college",59992
"48","black","male","50-59","4-year college",27453
"48","black","male","50-59","post-grad",18118
"48","black","male","60-69","no hs",19361
"48","black","male","60-69","hs",49952
"48","black","male","60-69","some college",48591
"48","black","male","60-69","4-year college",19469
"48","black","male","60-69","post-grad",11653
"48","black","male","70+","no hs",15626
"48","black","male","70+","hs",26824
"48","black","male","70+","some college",22918
"48","black","male","70+","4-year college",9427
"48","black","male","70+","post-grad",6708
"48","other","female","18-29","no hs",62475
"48","other","female","18-29","hs",184640
"48","other","female","18-29","some college",245873
"48","other","female","18-29","4-year college",98870
"48","other","female","18-29","post-grad",20615
"48","other","female","30-39","no hs",39986
"48","other","female","30-39","hs",89540
"48","other","female","30-39","some college",127837
"48","other","female","30-39","4-year college",100473
"48","other","female","30-39","post-grad",57106
"48","other","female","40-49","no hs",50151
"48","other","female","40-49","hs",85592
"48","other","female","40-49","some college",106312
"48","other","female","40-49","4-year college",87061
"48","other","female","40-49","post-grad",58211
"48","other","female","50-59","no hs",62329
"48","other","female","50-59","hs",82017
"48","other","female","50-59","some college",86975
"48","other","female","50-59","4-year college",60048
"48","other","female","50-59","post-grad",35651
"48","other","female","60-69","no hs",64837
"48","other","female","60-69","hs",65745
"48","other","female","60-69","some college",64856
"48","other","female","60-69","4-year college",37042
"48","other","female","60-69","post-grad",19852
"48","other","female","70+","no hs",84946
"48","other","female","70+","hs",52197
"48","other","female","70+","some college",40401
"48","other","female","70+","4-year college",20633
"48","other","female","70+","post-grad",13895
"48","other","male","18-29","no hs",87924
"48","other","male","18-29","hs",239732
"48","other","male","18-29","some college",234579
"48","other","male","18-29","4-year college",79263
"48","other","male","18-29","post-grad",15064
"48","other","male","30-39","no hs",52908
"48","other","male","30-39","hs",121839
"48","other","male","30-39","some college",131202
"48","other","male","30-39","4-year college",89277
"48","other","male","30-39","post-grad",41618
"48","other","male","40-49","no hs",59063
"48","other","male","40-49","hs",101469
"48","other","male","40-49","some college",105113
"48","other","male","40-49","4-year college",72882
"48","other","male","40-49","post-grad",54900
"48","other","male","50-59","no hs",72764
"48","other","male","50-59","hs",83682
"48","other","male","50-59","some college",82179
"48","other","male","50-59","4-year college",52068
"48","other","male","50-59","post-grad",41483
"48","other","male","60-69","no hs",61832
"48","other","male","60-69","hs",59149
"48","other","male","60-69","some college",56113
"48","other","male","60-69","4-year college",33097
"48","other","male","60-69","post-grad",23766
"48","other","male","70+","no hs",55620
"48","other","male","70+","hs",31718
"48","other","male","70+","some college",32718
"48","other","male","70+","4-year college",20296
"48","other","male","70+","post-grad",20110
"49","white","female","18-29","no hs",15666
"49","white","female","18-29","hs",61775
"49","white","female","18-29","some college",113316
"49","white","female","18-29","4-year college",46869
"49","white","female","18-29","post-grad",7200
"49","white","female","30-39","no hs",6291
"49","white","female","30-39","hs",33159
"49","white","female","30-39","some college",64123
"49","white","female","30-39","4-year college",55623
"49","white","female","30-39","post-grad",18546
"49","white","female","40-49","no hs",4813
"49","white","female","40-49","hs",30908
"49","white","female","40-49","some college",60817
"49","white","female","40-49","4-year college",44370
"49","white","female","40-49","post-grad",19871
"49","white","female","50-59","no hs",5666
"49","white","female","50-59","hs",25735
"49","white","female","50-59","some college",52867
"49","white","female","50-59","4-year college",28207
"49","white","female","50-59","post-grad",13882
"49","white","female","60-69","no hs",4484
"49","white","female","60-69","hs",31611
"49","white","female","60-69","some college",50084
"49","white","female","60-69","4-year college",25002
"49","white","female","60-69","post-grad",12249
"49","white","female","70+","no hs",6513
"49","white","female","70+","hs",37432
"49","white","female","70+","some college",46293
"49","white","female","70+","4-year college",22381
"49","white","female","70+","post-grad",10964
"49","white","male","18-29","no hs",22231
"49","white","male","18-29","hs",80613
"49","white","male","18-29","some college",114036
"49","white","male","18-29","4-year college",32493
"49","white","male","18-29","post-grad",5720
"49","white","male","30-39","no hs",8079
"49","white","male","30-39","hs",38660
"49","white","male","30-39","some college",60923
"49","white","male","30-39","4-year college",50637
"49","white","male","30-39","post-grad",27441
"49","white","male","40-49","no hs",7410
"49","white","male","40-49","hs",34127
"49","white","male","40-49","some college",52607
"49","white","male","40-49","4-year college",43324
"49","white","male","40-49","post-grad",29275
"49","white","male","50-59","no hs",7251
"49","white","male","50-59","hs",29990
"49","white","male","50-59","some college",43231
"49","white","male","50-59","4-year college",29937
"49","white","male","50-59","post-grad",20765
"49","white","male","60-69","no hs",5351
"49","white","male","60-69","hs",26290
"49","white","male","60-69","some college",42215
"49","white","male","60-69","4-year college",27596
"49","white","male","60-69","post-grad",19408
"49","white","male","70+","no hs",4247
"49","white","male","70+","hs",19395
"49","white","male","70+","some college",33827
"49","white","male","70+","4-year college",24058
"49","white","male","70+","post-grad",22792
"49","black","female","18-29","no hs",185
"49","black","female","18-29","hs",736
"49","black","female","18-29","some college",2136
"49","black","female","18-29","4-year college",280
"49","black","female","18-29","post-grad",10
"49","black","female","30-39","no hs",384
"49","black","female","30-39","hs",363
"49","black","female","30-39","some college",976
"49","black","female","30-39","4-year college",273
"49","black","female","30-39","post-grad",120
"49","black","female","40-49","no hs",147
"49","black","female","40-49","hs",356
"49","black","female","40-49","some college",347
"49","black","female","40-49","4-year college",246
"49","black","female","40-49","post-grad",96
"49","black","female","50-59","no hs",28
"49","black","female","50-59","hs",307
"49","black","female","50-59","some college",282
"49","black","female","50-59","4-year college",88
"49","black","female","50-59","post-grad",139
"49","black","female","60-69","no hs",25
"49","black","female","60-69","hs",285
"49","black","female","60-69","some college",429
"49","black","female","60-69","4-year college",96
"49","black","female","60-69","post-grad",34
"49","black","female","70+","no hs",14
"49","black","female","70+","hs",134
"49","black","female","70+","some college",153
"49","black","female","70+","4-year college",24
"49","black","female","70+","post-grad",35
"49","black","male","18-29","no hs",459
"49","black","male","18-29","hs",1602
"49","black","male","18-29","some college",2500
"49","black","male","18-29","4-year college",227
"49","black","male","18-29","post-grad",53
"49","black","male","30-39","no hs",179
"49","black","male","30-39","hs",849
"49","black","male","30-39","some college",707
"49","black","male","30-39","4-year college",575
"49","black","male","30-39","post-grad",86
"49","black","male","40-49","no hs",25
"49","black","male","40-49","hs",425
"49","black","male","40-49","some college",753
"49","black","male","40-49","4-year college",491
"49","black","male","40-49","post-grad",136
"49","black","male","50-59","no hs",351
"49","black","male","50-59","hs",545
"49","black","male","50-59","some college",668
"49","black","male","50-59","4-year college",128
"49","black","male","50-59","post-grad",93
"49","black","male","60-69","no hs",120
"49","black","male","60-69","hs",277
"49","black","male","60-69","some college",336
"49","black","male","60-69","4-year college",560
"49","black","male","60-69","post-grad",194
"49","black","male","70+","no hs",20
"49","black","male","70+","hs",161
"49","black","male","70+","some college",139
"49","black","male","70+","4-year college",0
"49","black","male","70+","post-grad",52
"49","other","female","18-29","no hs",4209
"49","other","female","18-29","hs",13072
"49","other","female","18-29","some college",19270
"49","other","female","18-29","4-year college",6407
"49","other","female","18-29","post-grad",1142
"49","other","female","30-39","no hs",2256
"49","other","female","30-39","hs",6999
"49","other","female","30-39","some college",9254
"49","other","female","30-39","4-year college",5610
"49","other","female","30-39","post-grad",2469
"49","other","female","40-49","no hs",2156
"49","other","female","40-49","hs",5344
"49","other","female","40-49","some college",6576
"49","other","female","40-49","4-year college",4509
"49","other","female","40-49","post-grad",1960
"49","other","female","50-59","no hs",1912
"49","other","female","50-59","hs",4438
"49","other","female","50-59","some college",5692
"49","other","female","50-59","4-year college",2715
"49","other","female","50-59","post-grad",1050
"49","other","female","60-69","no hs",2052
"49","other","female","60-69","hs",3774
"49","other","female","60-69","some college",3625
"49","other","female","60-69","4-year college",1648
"49","other","female","60-69","post-grad",1416
"49","other","female","70+","no hs",2236
"49","other","female","70+","hs",2458
"49","other","female","70+","some college",1818
"49","other","female","70+","4-year college",841
"49","other","female","70+","post-grad",449
"49","other","male","18-29","no hs",6607
"49","other","male","18-29","hs",19324
"49","other","male","18-29","some college",17464
"49","other","male","18-29","4-year college",4869
"49","other","male","18-29","post-grad",895
"49","other","male","30-39","no hs",2680
"49","other","male","30-39","hs",8451
"49","other","male","30-39","some college",9555
"49","other","male","30-39","4-year college",5921
"49","other","male","30-39","post-grad",2517
"49","other","male","40-49","no hs",3045
"49","other","male","40-49","hs",6350
"49","other","male","40-49","some college",5516
"49","other","male","40-49","4-year college",4160
"49","other","male","40-49","post-grad",2323
"49","other","male","50-59","no hs",3141
"49","other","male","50-59","hs",3801
"49","other","male","50-59","some college",4245
"49","other","male","50-59","4-year college",2483
"49","other","male","50-59","post-grad",1599
"49","other","male","60-69","no hs",2243
"49","other","male","60-69","hs",2518
"49","other","male","60-69","some college",3764
"49","other","male","60-69","4-year college",1720
"49","other","male","60-69","post-grad",1436
"49","other","male","70+","no hs",1419
"49","other","male","70+","hs",1990
"49","other","male","70+","some college",2019
"49","other","male","70+","4-year college",778
"49","other","male","70+","post-grad",903
"50","white","female","18-29","no hs",2319
"50","white","female","18-29","hs",11278
"50","white","female","18-29","some college",19022
"50","white","female","18-29","4-year college",10685
"50","white","female","18-29","post-grad",1892
"50","white","female","30-39","no hs",1249
"50","white","female","30-39","hs",6407
"50","white","female","30-39","some college",8163
"50","white","female","30-39","4-year college",11212
"50","white","female","30-39","post-grad",7760
"50","white","female","40-49","no hs",991
"50","white","female","40-49","hs",6653
"50","white","female","40-49","some college",8736
"50","white","female","40-49","4-year college",8482
"50","white","female","40-49","post-grad",8306
"50","white","female","50-59","no hs",1887
"50","white","female","50-59","hs",11496
"50","white","female","50-59","some college",10320
"50","white","female","50-59","4-year college",9642
"50","white","female","50-59","post-grad",8250
"50","white","female","60-69","no hs",1661
"50","white","female","60-69","hs",13116
"50","white","female","60-69","some college",12671
"50","white","female","60-69","4-year college",10241
"50","white","female","60-69","post-grad",8694
"50","white","female","70+","no hs",3205
"50","white","female","70+","hs",14834
"50","white","female","70+","some college",10307
"50","white","female","70+","4-year college",8397
"50","white","female","70+","post-grad",8641
"50","white","male","18-29","no hs",3393
"50","white","male","18-29","hs",17094
"50","white","male","18-29","some college",15993
"50","white","male","18-29","4-year college",10854
"50","white","male","18-29","post-grad",1049
"50","white","male","30-39","no hs",1954
"50","white","male","30-39","hs",9873
"50","white","male","30-39","some college",9624
"50","white","male","30-39","4-year college",10150
"50","white","male","30-39","post-grad",2947
"50","white","male","40-49","no hs",2241
"50","white","male","40-49","hs",10151
"50","white","male","40-49","some college",8547
"50","white","male","40-49","4-year college",7563
"50","white","male","40-49","post-grad",5176
"50","white","male","50-59","no hs",3292
"50","white","male","50-59","hs",15318
"50","white","male","50-59","some college",9877
"50","white","male","50-59","4-year college",7559
"50","white","male","50-59","post-grad",4818
"50","white","male","60-69","no hs",2846
"50","white","male","60-69","hs",14832
"50","white","male","60-69","some college",10643
"50","white","male","60-69","4-year college",8343
"50","white","male","60-69","post-grad",7027
"50","white","male","70+","no hs",3447
"50","white","male","70+","hs",10084
"50","white","male","70+","some college",9289
"50","white","male","70+","4-year college",7328
"50","white","male","70+","post-grad",7793
"50","black","female","18-29","no hs",109
"50","black","female","18-29","hs",185
"50","black","female","18-29","some college",167
"50","black","female","18-29","4-year college",177
"50","black","female","18-29","post-grad",171
"50","black","female","30-39","no hs",0
"50","black","female","30-39","hs",138
"50","black","female","30-39","some college",49
"50","black","female","30-39","4-year college",82
"50","black","female","30-39","post-grad",61
"50","black","female","40-49","no hs",23
"50","black","female","40-49","hs",8
"50","black","female","40-49","some college",58
"50","black","female","40-49","4-year college",32
"50","black","female","40-49","post-grad",141
"50","black","female","50-59","no hs",6
"50","black","female","50-59","hs",10
"50","black","female","50-59","some college",49
"50","black","female","50-59","4-year college",0
"50","black","female","50-59","post-grad",6
"50","black","female","60-69","no hs",196
"50","black","female","60-69","hs",0
"50","black","female","60-69","some college",112
"50","black","female","60-69","4-year college",12
"50","black","female","60-69","post-grad",112
"50","black","female","70+","no hs",0
"50","black","female","70+","hs",25
"50","black","female","70+","some college",20
"50","black","female","70+","4-year college",15
"50","black","female","70+","post-grad",4
"50","black","male","18-29","no hs",42
"50","black","male","18-29","hs",449
"50","black","male","18-29","some college",281
"50","black","male","18-29","4-year college",369
"50","black","male","18-29","post-grad",30
"50","black","male","30-39","no hs",79
"50","black","male","30-39","hs",98
"50","black","male","30-39","some college",156
"50","black","male","30-39","4-year college",66
"50","black","male","30-39","post-grad",6
"50","black","male","40-49","no hs",14
"50","black","male","40-49","hs",198
"50","black","male","40-49","some college",139
"50","black","male","40-49","4-year college",340
"50","black","male","40-49","post-grad",94
"50","black","male","50-59","no hs",14
"50","black","male","50-59","hs",47
"50","black","male","50-59","some college",14
"50","black","male","50-59","4-year college",31
"50","black","male","50-59","post-grad",14
"50","black","male","60-69","no hs",0
"50","black","male","60-69","hs",33
"50","black","male","60-69","some college",2
"50","black","male","60-69","4-year college",13
"50","black","male","60-69","post-grad",134
"50","black","male","70+","no hs",28
"50","black","male","70+","hs",1
"50","black","male","70+","some college",19
"50","black","male","70+","4-year college",0
"50","black","male","70+","post-grad",16
"50","other","female","18-29","no hs",383
"50","other","female","18-29","hs",939
"50","other","female","18-29","some college",1657
"50","other","female","18-29","4-year college",1185
"50","other","female","18-29","post-grad",62
"50","other","female","30-39","no hs",146
"50","other","female","30-39","hs",332
"50","other","female","30-39","some college",676
"50","other","female","30-39","4-year college",922
"50","other","female","30-39","post-grad",448
"50","other","female","40-49","no hs",219
"50","other","female","40-49","hs",319
"50","other","female","40-49","some college",515
"50","other","female","40-49","4-year college",725
"50","other","female","40-49","post-grad",493
"50","other","female","50-59","no hs",348
"50","other","female","50-59","hs",286
"50","other","female","50-59","some college",608
"50","other","female","50-59","4-year college",250
"50","other","female","50-59","post-grad",543
"50","other","female","60-69","no hs",134
"50","other","female","60-69","hs",273
"50","other","female","60-69","some college",386
"50","other","female","60-69","4-year college",440
"50","other","female","60-69","post-grad",258
"50","other","female","70+","no hs",199
"50","other","female","70+","hs",339
"50","other","female","70+","some college",279
"50","other","female","70+","4-year college",347
"50","other","female","70+","post-grad",170
"50","other","male","18-29","no hs",609
"50","other","male","18-29","hs",892
"50","other","male","18-29","some college",1503
"50","other","male","18-29","4-year college",696
"50","other","male","18-29","post-grad",140
"50","other","male","30-39","no hs",176
"50","other","male","30-39","hs",624
"50","other","male","30-39","some college",620
"50","other","male","30-39","4-year college",608
"50","other","male","30-39","post-grad",324
"50","other","male","40-49","no hs",193
"50","other","male","40-49","hs",414
"50","other","male","40-49","some college",462
"50","other","male","40-49","4-year college",442
"50","other","male","40-49","post-grad",208
"50","other","male","50-59","no hs",103
"50","other","male","50-59","hs",609
"50","other","male","50-59","some college",424
"50","other","male","50-59","4-year college",340
"50","other","male","50-59","post-grad",446
"50","other","male","60-69","no hs",64
"50","other","male","60-69","hs",716
"50","other","male","60-69","some college",220
"50","other","male","60-69","4-year college",457
"50","other","male","60-69","post-grad",321
"50","other","male","70+","no hs",71
"50","other","male","70+","hs",207
"50","other","male","70+","some college",291
"50","other","male","70+","4-year college",89
"50","other","male","70+","post-grad",225
"51","white","female","18-29","no hs",20217
"51","white","female","18-29","hs",92273
"51","white","female","18-29","some college",150064
"51","white","female","18-29","4-year college",100014
"51","white","female","18-29","post-grad",31009
"51","white","female","30-39","no hs",9291
"51","white","female","30-39","hs",52479
"51","white","female","30-39","some college",88611
"51","white","female","30-39","4-year college",101881
"51","white","female","30-39","post-grad",83298
"51","white","female","40-49","no hs",11142
"51","white","female","40-49","hs",53663
"51","white","female","40-49","some college",86158
"51","white","female","40-49","4-year college",88753
"51","white","female","40-49","post-grad",76726
"51","white","female","50-59","no hs",19400
"51","white","female","50-59","hs",83203
"51","white","female","50-59","some college",103837
"51","white","female","50-59","4-year college",95040
"51","white","female","50-59","post-grad",68714
"51","white","female","60-69","no hs",20996
"51","white","female","60-69","hs",91345
"51","white","female","60-69","some college",106382
"51","white","female","60-69","4-year college",79168
"51","white","female","60-69","post-grad",60354
"51","white","female","70+","no hs",43459
"51","white","female","70+","hs",129170
"51","white","female","70+","some college",105961
"51","white","female","70+","4-year college",66360
"51","white","female","70+","post-grad",49814
"51","white","male","18-29","no hs",27693
"51","white","male","18-29","hs",137855
"51","white","male","18-29","some college",151998
"51","white","male","18-29","4-year college",87288
"51","white","male","18-29","post-grad",16542
"51","white","male","30-39","no hs",14329
"51","white","male","30-39","hs",78156
"51","white","male","30-39","some college",94491
"51","white","male","30-39","4-year college",96250
"51","white","male","30-39","post-grad",59478
"51","white","male","40-49","no hs",19078
"51","white","male","40-49","hs",77401
"51","white","male","40-49","some college",82896
"51","white","male","40-49","4-year college",82121
"51","white","male","40-49","post-grad",68850
"51","white","male","50-59","no hs",27108
"51","white","male","50-59","hs",99050
"51","white","male","50-59","some college",89339
"51","white","male","50-59","4-year college",83803
"51","white","male","50-59","post-grad",74276
"51","white","male","60-69","no hs",28917
"51","white","male","60-69","hs",83658
"51","white","male","60-69","some college",84727
"51","white","male","60-69","4-year college",72337
"51","white","male","60-69","post-grad",70953
"51","white","male","70+","no hs",35373
"51","white","male","70+","hs",72986
"51","white","male","70+","some college",68024
"51","white","male","70+","4-year college",63412
"51","white","male","70+","post-grad",73942
"51","black","female","18-29","no hs",10175
"51","black","female","18-29","hs",44603
"51","black","female","18-29","some college",60787
"51","black","female","18-29","4-year college",21485
"51","black","female","18-29","post-grad",6104
"51","black","female","30-39","no hs",5767
"51","black","female","30-39","hs",25293
"51","black","female","30-39","some college",40849
"51","black","female","30-39","4-year college",22055
"51","black","female","30-39","post-grad",17477
"51","black","female","40-49","no hs",6663
"51","black","female","40-49","hs",21994
"51","black","female","40-49","some college",36170
"51","black","female","40-49","4-year college",17369
"51","black","female","40-49","post-grad",17750
"51","black","female","50-59","no hs",10799
"51","black","female","50-59","hs",31878
"51","black","female","50-59","some college",36803
"51","black","female","50-59","4-year college",15970
"51","black","female","50-59","post-grad",14095
"51","black","female","60-69","no hs",11424
"51","black","female","60-69","hs",30605
"51","black","female","60-69","some college",32622
"51","black","female","60-69","4-year college",13896
"51","black","female","60-69","post-grad",9755
"51","black","female","70+","no hs",21745
"51","black","female","70+","hs",28292
"51","black","female","70+","some college",18715
"51","black","female","70+","4-year college",7316
"51","black","female","70+","post-grad",7808
"51","black","male","18-29","no hs",15439
"51","black","male","18-29","hs",58706
"51","black","male","18-29","some college",53277
"51","black","male","18-29","4-year college",13944
"51","black","male","18-29","post-grad",2459
"51","black","male","30-39","no hs",8983
"51","black","male","30-39","hs",37607
"51","black","male","30-39","some college",34097
"51","black","male","30-39","4-year college",17890
"51","black","male","30-39","post-grad",8902
"51","black","male","40-49","no hs",8687
"51","black","male","40-49","hs",31567
"51","black","male","40-49","some college",27449
"51","black","male","40-49","4-year college",16460
"51","black","male","40-49","post-grad",9766
"51","black","male","50-59","no hs",12705
"51","black","male","50-59","hs",37343
"51","black","male","50-59","some college",27375
"51","black","male","50-59","4-year college",12286
"51","black","male","50-59","post-grad",10256
"51","black","male","60-69","no hs",14276
"51","black","male","60-69","hs",29722
"51","black","male","60-69","some college",23984
"51","black","male","60-69","4-year college",8875
"51","black","male","60-69","post-grad",7555
"51","black","male","70+","no hs",13400
"51","black","male","70+","hs",16207
"51","black","male","70+","some college",12220
"51","black","male","70+","4-year college",5872
"51","black","male","70+","post-grad",4518
